Course Code,Major/Minor Name,Structure
B-SCI,Ecosystem Science,"Structure 50 credit points Students are required to complete all requirements in one stream Urban Ecosystems specialisation All of EVSC30007, ENST30003, FRST30003, EVSC30006 Forest Ecosystems specialisation All of EVSC30007, FRST30001 AND Two of BOTA30004, BOTA30006, ECOL30005, EVSC30003, FRST30003, ENST30004 "
B-SCI,Electrical Engineering Systems,"Structure 50 credit points All of ELEN30009, ELEN30011, ELEN30012, ELEN30013 "
B-SCI,Environmental Engineering Systems,"Structure 50 credit points All of ENGR30002, ENEN30001, ENEN30002, ENEN30003 "
B-SCI,Environmental Science,Structure 50 credit points 
B-SCI,Food Science,"Structure 50 credit points All of FOOD30008, FOOD30007, FOOD30009, FOOD30010 Links http://www.bsc.unimelb.edu.au/majors "
B-SCI,Genetics,"Structure 50 credit points All of GENE30001, GENE30002, GENE30004 AND One of BCMB30003, BOTA30002, CEDB30002, GENE30005, MIIM30002, MIIM30011, SCIE30001, SCIE30002, ZOOL30004 "
B-SCI,Geography,"Structure 50 credit points Completion of between 12.5 and 25 credit points of GEOG30007, GEOG30023, GEOG30025, GEOG30026, GEOG30027, GEOG30033 AND Completion of between 25 and 37.5 credit points of GEOG30001, GEOG30019, GEOG30021, GEOG30022, GEOG30024, GEOG30030 Links http://www.bsc.unimelb.edu.au/majors "
B-SCI,Geology,"Structure 50 credit points Completion of: ERTH30002 AND Three of GEOL30002, GEOL30003, GEOL30004, GEOL30007, GEOL30009, SCIE30001 Notes The topic of the Science Research Project must be related to geology. "
B-SCI,Geoscience,"Structure 50 credit points Completion of: Four of GEOL30002, GEOL30003, GEOL30004, GEOL30007, GEOL30009, SCIE30001, ERTH30002 Including: A minimum of one of ERTH30002, GEOL30009 Notes The topic of the Science Research Project must be related to geoscience. "
B-SCI,Human Nutrition,"Structure 50 credit points All of NUTR30002, NUTR30003, NUTR30004, NUTR30005 "
B-SCI,Human Structure and Function,"Structure 50 credit points All of ANAT30007, ANAT30008 AND Two of BIOM30003, CEDB30003, NEUR30002, NEUR30003, NEUR30005, OPTO30007, PATH30001, PATH30002, PHYS30010, PHYS30011, PHYS30012 Notes A quota has been applied to both core subjects in this major. "
B-SCI,Immunology,"Structure 50 credit points All of MIIM30002, MIIM30003, MIIM30015 AND One of BCMB30001, BCMB30002, BCMB30003, BCMB30004, BCMB30011, CEDB30002, GENE30002, MIIM30011, MIIM30014, MIIM30017, NEUR30003, PATH30001, PHRM30003 Notes A quota has been applied to a core subject in this major. "
B-SCI,Infection and Immunity,"Structure 50 credit points MIIM30002 AND Two of MIIM30011, MIIM30014, MIIM30017 AND One of MIIM30015, MIIM30016 "
B-SCI,Informatics,"Structure 50 credit points All of COMP30022, INFO30004, INFO30005 AND One of COMP30019, INFO30006 Students who planned to complete INFO30007 in this major (available until 2016) may seek individual advice from the major coordinator about their elective options "
B-SCI,Marine Biology,"Structure 50 credit points All of ECOL30007, ZOOL30008, BIOL30011 AND One of CHEM30012, ECOL30005, ECOL30006, GEOG30001, GEOM30009 "
B-SCI,Mathematical Physics,"Structure 50 credit points All of PHYC30018, MAST30021 AND One of PHYC30016, PHYC30017 AND One of MAST30026, MAST30031 "
B-SCI,Mathematics and Statistics,Structure 50 credit points 
B-SCI,Mechanical Engineering Systems,"Structure 50 credit points All of MCEN30017, MCEN30018, MCEN30020, MCEN30021 Notes In addition to these four core subjects, students must complete either MAST20029 Engineering Mathematics OR both of MAST20009 Vector Calculus AND MAST20030 Differential Equations at Level 2. "
B-SCI,Mechatronics Engineering Systems,"Structure 50 credit points All of ELEN30014, MCEN30020, MCEN30021, ENGR30004 "
B-SCI,Microbiology,"Structure 50 credit points All of MIIM30011, MIIM30014, MIIM30016, MIIM30017 "
B-SCI,Neuroscience,"Structure 50 credit points All of NEUR30003, NEUR30002 AND Two of BCMB30004, BIOM30003, NEUR30004, NEUR30005, NEUR30006, NEUR30007, OPTO30007, PHRM30002 "
B-SCI,Pathology,"Structure 50 credit points All of PATH30001, PATH30002, PATH30003 AND Electives options One of PATH30004, BIOM30003 OR One of Level 3 subjects in Anatomy, Cell Biology, Biochemistry and Molecular Biology, Genetics, Microbiology and Immunology, Pharmacology, or Physiology Note: Alternative subject options to make up this elective component of the major can also be taken, subject to the approval of the major coordinator. Notes A quota has been applied to a core subject and an optional subject in this major. "
B-SCI,Pharmacology,"Structure 50 credit points PHRM30009 AND Three of the following Level 3 prescribed electives Electives A minimum of two of PHRM30003, PHRM30002, PHRM30008 AND If required to make up 50 credit points A maximum of one of Level 3 subjects from the following areas of study: Anatomy and Cell Biology, Biochemistry and Molecular Biology, Chemistry, Microbiology and Immunology, Neuroscience, Pathology, Physiology, Zoology OR BIOM30003 Notes A quota has been applied to a core subject in this major. "
B-SCI,Physics,Structure 50 credit points 
B-SCI,Physiology,"Structure 50 credit points All of PHYS30010 AND Three of the following prescribed electives Electives A minimum of one of PHYS30009, PHYS30011, PHYS30012 AND A maximum of two of ANAT30007, ANAT30008, BIOL30001, BIOM30003, NEUR30002, NEUR30003, NEUR30004, PATH30001, PHRM30003 Notes This major is available to new generation Bachelor of Science students (B-SCI) and Bachelor of Biomedicine students. It is also available to Bachelor of Science students who commenced prior to 2008. The published structure of this major includes subjects available in the current year. Pre-2008 Bachelor of Science students who completed one or more Level 3 science subjects towards this major prior to 2010 should contact the Science Student Centre for advice on appropriate subjects to complete this major. A quota has been applied to 3 optional subjects in this major. "
B-SCI,Plant Science,"Structure 50 credit points Completion of: Four of AGRI30042, BOTA30001, BOTA30004, BOTA30005, BOTA30006, ECOL30006, FRST30001, SCIE30001, BOTA30002 Including: A minimum of one of BOTA30002, BOTA30005 "
B-SCI,Psychology,"Structure 50 credit points Australian Psychology Accreditation Council (APAC) accredited Psychology major An Australian Psychology Accreditation Council (APAC) accredited Psychology major sequence is a prerequisite for any student wishing to undertake further study to become a practising psychologist. A three-year accredited psychology sequence requires the completion of a minimum of 125 credit points worth of undergraduate Psychology subjects, which includes the completion requirements of a BSc Psychology major. The APAC accredited major requires the completion of eight compulsory subjects (two at Level 1; four at Level 2; two at Level 3) and at least two elective Psychology subjects at Level 3. Each subject is worth 12.5 points. Further information on the structure of the APAC accredited Psychology Major sequence is available on the Melbourne School of Psychological Sciences website: https://psychologicalsciences.unimelb.edu.au Required major study To obtain an APAC accredited major in Psychology students need to complete: 25 credit points of Level 1 core subjects 50 credit points of Level 2 Core subjects 25 credit points of Level 3 Core subjects 25 credit points of Level 3 electives To obtain a non-APAC accredited major in Psychology students need to complete: 25 credit points of Level 3 core subjects A minimum of 25 credit points of Level 3 electives Subject Options Level 1 core subjects (APAC required, recommended for non-APAC) PSYC10003, PSYC10004 Level 2 core subjects (APAC required, recommended for non-APAC) PSYC20006, PSYC20007, PSYC20008, PSYC20009 Level 3 Subjects (APAC and non-APAC required) Level 3 core subjects PSYC30013, PSYC30021 Level 3 electives PSYC30012, PSYC30016, PSYC30017, PSYC30018, PSYC30014, PSYC30019, PSYC30020, PSYC30022, PSYC30023 "
B-SCI,Spatial Systems,"Structure 50 credit points All of CVEN30008, GEOM30012, GEOM30009 AND One of GEOM30013, GEOM30014 "
B-SCI,Veterinary Bioscience,"Structure 50 credit points All of VETS30018, VETS30029, VETS30032, VETS30030 In addition to the four subjects listed above, the following four Level 3 subjects are also prerequisites for progression to the DVM and so need to be completed by students in this Major: VETS30031, VETS30014, VETS30016, VETS30017 "
B-SCI,Zoology,"Structure 50 credit points Completion of: Four of BIOL30001, BIOL30002, CEDB30003, ECOL30007, SCIE30001, ZOOL30006, ZOOL30007, CEDB30002, VETS30033 Including: A minimum of one of BIOL30002, ZOOL30007 AND A minimum of one of BIOL30001, ZOOL30006 Notes The topic of the Science Research Project must be related to zoology. This major is available to new generation Bachelor of Science students (B-SCI). It is also available to Bachelor of Science students who commenced prior to 2008. The published structure of this major includes subjects available in the current year. Pre-2008 Bachelor of Science students who completed one or more Level 3 science subjects towards this major prior to 2010 should contact the Science Student Centre for advice on appropriate subjects to complete this major. This major has been modified from 2010 to 2011 with the removal of specific specialisations. Students who commenced the major prior to 2011 intending to complete a specific specialisation will not be disadvantaged as the specialisation within a major is not recorded on a student's Academic Transcript. "
B-AGR,Agricultural Economics,"Structure 37.5 credit points To obtain a major in Agricultural Economics students need to complete: a minimum of 37.5 credit points of Agricultural Economics electives Subject options Agricultural Economics electives AGRI30033, AGRI30040, AGRI30043 "
B-AGR,Plant and Soil Science,"Structure 37.5 credit points To obtain a major in Plant and Soil Science students need to complete: 12.5 credit points of Core subjects a minimum of 12.5 credit points of Plant and Soil Science selectives a minimum of 12.5 credit points of Plant and Soil Science electives Note: AGRI30016 is taught at Dookie Campus as an intensive in the break between Semester 1 & 2 Subject options Core subject AGRI30046 Plant and Soil Science selectives AGRI30037, AGRI30042, AGRI30048 Plant and Soil Science electives AGRI30016, AGRI30037, AGRI30042, AGRI30045, AGRI30048 Recommended Level 2 Electives Please note the below subjects are recommended based on your intended major. Some of these may be prerequisites for Level 3 subjects in this major. AGRI20003, AGRI20036, AGRI20044, AGRI20026, AGRI20037 "
B-AGR,Production Animal Science,"Structure 37.5 credit points To obtain a major in Production Animal Science students need to complete: 12.5 credit points of Core subjects A minimum of 25 credit points of Production Animal Science electives Subject options Core subject ANSC30008 Production Animal Science electives ANSC30003, ANSC30004, ANSC30005, ANSC30006 Recommended Level 2 Electives Please note the below subjects are recommended based on your intended major. Some of these may be prerequisites for Level 3 subjects in this major. AGRI20003, AGRI20044, ANSC20001, ANSC20002, AGRI20036 "
B-COM,Accounting,"Structure 37.5 credit points Required pre-major study: Students need to complete the following prerequisite subjects before taking the Capstone and Core subjects of this major: Level 1 prerequisite subjects ACCT10001, ACCT10002 Level 2 prerequisite subjects ACCT20001, ACCT20002, ACCT20007 Required major study To obtain a major in Accounting students need to complete: 12.5 credit points of Capstone subjects 25 credit points of Core major subjects To obtain a major in Accounting and seek accreditation as an accountant students need to complete: 12.5 credit points of Capstone subjects 25 credit points of Core major subjects 37.5 credit points of Prescribed breadth subjects Subject lists Capstone subject ACCT30001 Core major subjects ACCT30002, ACCT30004 Prescribed breadth subjects BLAW10001, BLAW20001, BLAW30002 "
