Subject Code,Prerequisites,Corequisites,Non-allowed Subjects
ECOM30001,Prerequisites One of Code Name Teaching period Credit Points ECON20003 Quantitative Methods 2 Summer Term (On Campus - Parkville) Semester 2 (On Campus - Parkville) Semester 1 (On Campus - Parkville) 12.5 MAST20005 Statistics Summer Term (On Campus - Parkville) Semester 2 (On Campus - Parkville) 12.5 AND One of Code Name Teaching period Credit Points ECON20001 Intermediate Macroeconomics Semester 2 (On Campus - Parkville) 12.5 ECON20002 Intermediate Microeconomics Summer Term (On Campus - Parkville) Semester 1 (On Campus - Parkville) 12.5 FNCE10002 Principles of Finance Semester 1 (On Campus - Parkville) Semester 2 (On Campus - Parkville) Summer Term (On Campus - Parkville) 12.5 FNCE20001  Business Finance,None,Students who complete this subject cannot also gain credit forCodeNameTeaching periodCredit PointsECOM90001Basic EconometricsSemester 1 (On Campus - Parkville)12.5ECOM20001Econometrics 1Semester 1 (On Campus - Parkville)Semester 2 (On Campus - Parkville)12.5
FINA20043,Prerequisites None,None,None
FNCE30010,Prerequisites Algorithmic Trading is limited to 30 students per semester. Permission of the Subject Coordinator must be granted prior to enrolment. Students must email the Subject Coordinator stating how they meet the eligibility requirements. All applicants will also be invited to a 15-minute interview. Students must also have met the following prerequisites: Code Name Teaching period Credit Points FNCE30001 Investments Semester 2 (On Campus - Parkville) Semester 1 (On Campus - Parkville) 12.5 Note: these can be taken concurrently (at the same time) AND One of Code Name Teaching period Credit Points ECOM20001 Econometrics 1 Semester 1 (On Campus - Parkville) Semester 2 (On Campus - Parkville) 12.5 ECON20003 Quantitative Methods 2 Summer Term (On Campus - Parkville) Semester 2 (On Campus - Parkville) Semester 1 (On Campus - Parkville) 12.5 MAST20004 Probability Semester 2 (On Campus - Parkville) Semester 1 (On Campus - Parkville) 12.5 MAST20005 Statistics Summer Term (On Campus - Parkville) Semester 2 (On Campus - Parkville) 12.5 MAST20006 Probability for Statistics Semester 1 (On Campus - Parkville) 12.5 AND One of Code Name Teaching period Credit Points COMP10001 Foundations of Computing Summer Term (On Campus - Parkville) Semester 1 (On Campus - Parkville) Semester 2 (On Campus - Parkville) 12.5 COMP10002 Foundations of Algorithms Semester 1 (On Campus - Parkville) Semester 2 (On Campus - Parkville) 12.5,None,None
BOTA30001,Prerequisites 25 credit points in a Level 1 biology subjects AND 50 credit points in a Level 2 biological sciences subjects OR Equivalent,None,None
LAWS50091,Prerequisites All of Code Name Teaching period Credit Points LAWS50023 Legal Method and Reasoning Summer Term (Dual-Delivery - Parkville) 12.5 LAWS50024 Principles of Public Law Semester 1 (On Campus - Parkville) 12.5 LAWS50025 Torts Semester 1 (On Campus - Parkville) 12.5 LAWS50026 Obligations Semester 1 (On Campus - Parkville) 12.5 LAWS50028 Constitutional Law Semester 2 (On Campus - Parkville) 12.5 LAWS50029 Contracts Semester 2 (On Campus - Parkville) 12.5 LAWS90140 Disputes and Ethics Semester 2 (On Campus - Parkville) 12.5,None,CodeNameTeaching periodCredit PointsLAWS70304Internat Investment Law and ArbitrationOctober (On Campus - Parkville)May (On Campus - Parkville)June (On Campus - Parkville)March (On Campus - Parkville)12.5
ABPL30065,Prerequisites Approval from the MC- ARCH Course Coordinator,None,None
BUSA90551,Prerequisites 93.75 credit points from Code Name Teaching period Credit Points BUSA90539 Business Data Platforms March (On Campus - Parkville) 12.5 BUSA90537 Coding for Business Problems March (On Campus - Parkville) 12.5 BUSA90538 Decision Making and Optimisation March (On Campus - Parkville) 12.5 BUSA90536 Statistical Learning for Business March (On Campus - Parkville) 12.5 BUSA90542 Machine Learning & AI for Business May (On Campus - Parkville) 12.5 BUSA90541 Predictive Business Analytics May (On Campus - Parkville) 12.5 BUSA90543 Text Analytics for Business May (On Campus - Parkville) 12.5 BUSA90550 Prof Development & Application I January (On Campus - Parkville) 6.25,None,None
BUSA90550,Prerequisites,,
ABPL90356,Prerequisites Admission into the MC-ARCH Master of Architecture,None,None
BUSA90540,Prerequisites Pre-requisite Code Name Teaching period Credit Points BUSA90536 Statistical Learning for Business March (On Campus - Parkville) 12.5,None,None
BUSA90545,Prerequisites Pre-requisite Code Name Teaching period Credit Points BUSA90538 Decision Making and Optimisation March (On Campus - Parkville) 12.5,None,None
BUSA90544,Prerequisites Pre-requisite Code Name Teaching period Credit Points BUSA90540 Causal Analytics for Business May (On Campus - Parkville) 12.5,None,None
BUSA90542,Prerequisites Pre-requisite Code Name Teaching period Credit Points BUSA90537 Coding for Business Problems March (On Campus - Parkville) 12.5,None,None
BMEN90002,Prerequisites One of Code Name Teaching period Credit Points BMEN30006 Circuits and Systems Semester 1 (On Campus - Parkville) 12.5 ELEN30012 Signals and Systems Semester 1 (On Campus - Parkville) Semester 2 (On Campus - Parkville) 12.5 BMEN30006 Fundamentals of Biosignals (Prior to 2015) Or equivalent,None,CodeNameTeaching periodCredit PointsBMEN90004Advanced Neural Information ProcessingNo longer available
ABPL30046,Prerequisites Students admitted to the Bachelor of Design: All of Code Name Teaching period Credit Points ABPL10005 Understanding the Built Environment Semester 1 (On Campus - Parkville) 12.5 ABPL20053 Construction of Concrete Buildings Semester 2 (On Campus - Parkville) 12.5 Students admitted to all other degrees: Code Name Teaching period Credit Points ABPL20053 Construction of Concrete Buildings Semester 2 (On Campus - Parkville) 12.5,None,None
CEDB30003,Prerequisites One of Code Name Teaching period Credit Points BCMB20002 Biochemistry and Molecular Biology Semester 2 (On Campus - Parkville) Semester 1 (On Campus - Parkville) 12.5 CEDB20003 Fundamentals of Cell Biology Semester 1 (On Campus - Parkville) 12.5 CEDB30002 Concepts in Cell & Developmental Biology Semester 1 (On Campus - Parkville) 12.5 GENE20001 Foundations of Genetics and Genomics Semester 1 (On Campus - Parkville) 12.5 GENE20004 Applications of Genetics and Genomics Semester 2 (On Campus - Parkville) 12.5 ZOOL20006 Comparative Animal Physiology Semester 2 (On Campus - Parkville) 12.5 GENE20002  Genes and Genomes OR (For BBiomedicine students) Code Name Teaching period Credit Points BIOM20001 Molecular and Cellular Biomedicine Semester 1 (On Campus - Parkville) 25,None,None
ECON30010,Prerequisites All of Code Name Teaching period Credit Points ECON20001 Intermediate Macroeconomics Semester 2 (On Campus - Parkville) 12.5 ECON20002 Intermediate Microeconomics Summer Term (On Campus - Parkville) Semester 1 (On Campus - Parkville) 12.5,None,None
ANSC10001,Prerequisites None,None,None
IBUS30004,Prerequisites One of Code Name Teaching period Credit Points IBUS20001 Business in Asia Not available in 2024 12.5 IBUS20002 Business in the Global Economy Not available in 2024 12.5 MGMT20001 Organisational Behaviour Summer Term (On Campus - Parkville) Semester 1 (On Campus - Parkville) Semester 2 (On Campus - Parkville) 12.5 Note: these can be taken concurrently (at the same time),None,None
MUSI20134,Prerequisites AUDITION: Students are required to request an audition for this subject. Follow the link below to locate the relevant audition form. Link to audition forms Note: This subject requires a successful audition outcome to enrol. A successful audition outcome may be used as proof of permission to enrol with the submission of an Enrolment Assistance form to Stop 1. Link to Enrolment Assistance form,None,None
MUSI10017,Prerequisites None,None,None
ARCH20002,Prerequisites All of Code Name Teaching period Credit Points ARCH10003 Design Studio Alpha Semester 1 (On Campus - Parkville) Semester 2 (On Campus - Parkville) 12.5 ARCH20001 Design Studio Beta Semester 2 (On Campus - Parkville) Semester 1 (On Campus - Parkville) 12.5,None,CodeNameTeaching periodCredit PointsABPL20028Architecture Design Studio: WaterNo longer available
ABPL20033,Prerequisites One of Code Name Teaching period Credit Points ARCH10002 Construction as Alchemy No longer available ABPL10007 Environmental Technologies Semester 1 (On Campus - Parkville) Semester 2 (On Campus - Parkville) 12.5 ABPL20036 Environmental Building Systems Semester 1 (On Campus - Parkville) 12.5,None,None
LAWS20014,Prerequisites None,None,None
INFO30006,Prerequisites One of Code Name Teaching period Credit Points COMP10001 Foundations of Computing Summer Term (On Campus - Parkville) Semester 1 (On Campus - Parkville) Semester 2 (On Campus - Parkville) 12.5 COMP10002 Foundations of Algorithms Semester 1 (On Campus - Parkville) Semester 2 (On Campus - Parkville) 12.5 COMP10003 Media Computation Semester 1 (On Campus - Parkville) 12.5 COMP20005 Intro. to Numerical Computation in C Semester 2 (On Campus - Parkville) Semester 1 (On Campus - Parkville) 12.5,,CodeNameTeaching periodCredit PointsISYS90070Information Security ConsultingNot available in 202412.5
ABPL30041,Prerequisites One of Code Name Teaching period Credit Points ABPL20033 Architectural Technology Semester 1 (On Campus - Parkville) Semester 2 (On Campus - Parkville) 12.5 ABPL20042 Construction of Residential Buildings Semester 1 (On Campus - Parkville) 12.5,None,None
MUSI10179,Prerequisites None,None,None
ACCT20002,Prerequisites Code Name Teaching period Credit Points ACCT10002 Introductory Financial Accounting Semester 2 (On Campus - Parkville) Semester 1 (On Campus - Parkville) Summer Term (On Campus - Parkville) 12.5,None,None
ELEN30012,"Prerequisites Code Name Teaching period Credit Points ELEN20005 Foundations of Electrical Networks Semester 1 (On Campus - Parkville) Semester 2 (On Campus - Parkville) 12.5 AND One of Code Name Teaching period Credit Points MAST10009 Accelerated Mathematics 2 Semester 2 (On Campus - Parkville) 12.5 MAST20026 Real Analysis Semester 2 (On Campus - Parkville) Semester 1 (On Campus - Parkville) 12.5 MAST20029 Engineering Mathematics Summer Term (On Campus - Parkville) Semester 1 (On Campus - Parkville) Semester 2 (On Campus - Parkville) 12.5 MAST20030 Differential Equations Semester 2 (On Campus - Parkville) 12.5 MAST20033 Real Analysis: Advanced Semester 1 (On Campus - Parkville) 12.5 AND Either: One of Code Name Teaching period Credit Points COMP10002 Foundations of Algorithms Semester 1 (On Campus - Parkville) Semester 2 (On Campus - Parkville) 12.5 COMP20007 Design of Algorithms Semester 1 (On Campus - Parkville) 12.5 BMEN20003 Applied Computation in Bioengineering Semester 1 (On Campus - Parkville) 12.5 OR BMEN20001 - Biomechanical Physics & Computation OR Note: the following subject/s can also be taken concurrently (at the same time) Code Name Teaching period Credit Points COMP20005 Intro. to Numerical Computation in C Semester 2 (On Campus - Parkville) Semester 1 (On Campus - Parkville) 12.5 ENGR20005 Numerical Methods in Engineering Semester 2 (On Campus - Parkville) Semester 1 (On Campus - Parkville) 12.5 Note: Students pursuing the Electrical Systems major are very strongly encouraged to take COMP20005. BMEN20003 is a suitable alternative to COMP10002, COMP20005 or COMP20007 for students enrolled in the B-SCI or the B-BMED undertaking a major in Biomedical Engineering Systems.",None,CodeNameTeaching periodCredit PointsBMEN30006Circuits and SystemsSemester 1 (On Campus - Parkville)12.5
ARCH20001,Prerequisites Code Name Teaching period Credit Points ARCH10003 Design Studio Alpha Semester 1 (On Campus - Parkville) Semester 2 (On Campus - Parkville) 12.5,None,CodeNameTeaching periodCredit PointsABPL20028Architecture Design Studio: WaterNo longer availableABPL30048Architecture Design Studio: AirSemester 1 (On Campus - Parkville)Semester 2 (On Campus - Parkville)12.5
CHIN20002,Prerequisites Code Name Teaching period Credit Points CHIN20001 Chinese 3 Semester 1 (On Campus - Parkville) 12.5 OR Equivalent,None,CodeNameTeaching periodCredit PointsCHIN10016Chinese 4Semester 2 (On Campus - Parkville)12.5
NUTR20001,Prerequisites One of Code Name Teaching period Credit Points AGRI20043 Biochemistry in Agricultural Systems Semester 1 (On Campus - Parkville) 12.5 BIOM20001 Molecular and Cellular Biomedicine Semester 1 (On Campus - Parkville) 25 BIOM20002 Human Structure and Function Semester 2 (On Campus - Parkville) 25 FOOD20003 Intro to Food Science & Human Nutrition Semester 1 (On Campus - Parkville) 12.5 OR Note: the following subject/s can also be taken concurrently (at the same time) Code Name Teaching period Credit Points BCMB20002 Biochemistry and Molecular Biology Semester 2 (On Campus - Parkville) Semester 1 (On Campus - Parkville) 12.5,None,FOOD20008
ECON20007,Prerequisites Code Name Teaching period Credit Points ECON10004 Introductory Microeconomics Semester 1 (On Campus - Parkville) Semester 2 (On Campus - Parkville) 12.5,,
MUSI20135,Prerequisites None,None,None
NURS90133,Prerequisites None,None,None
LAWS90186,Prerequisites Admission into the MC-JURISD Juris Doctor AND All of Code Name Teaching period Credit Points LAWS50023 Legal Method and Reasoning Summer Term (Dual-Delivery - Parkville) 12.5 LAWS50024 Principles of Public Law Semester 1 (On Campus - Parkville) 12.5 LAWS50025 Torts Semester 1 (On Campus - Parkville) 12.5 LAWS50026 Obligations Semester 1 (On Campus - Parkville) 12.5 LAWS50028 Constitutional Law Semester 2 (On Campus - Parkville) 12.5 LAWS50029 Contracts Semester 2 (On Campus - Parkville) 12.5 LAWS90140 Disputes and Ethics Semester 2 (On Campus - Parkville) 12.5 LAWS50033 Equity and Trusts Semester 2 (On Campus - Parkville) 12.5,None,None
ARTS10003,Prerequisites None,None,None
LAWS90261,Prerequisites Admission into the MC-JURISD Juris Doctor AND All of Code Name Teaching period Credit Points LAWS50023 Legal Method and Reasoning Summer Term (Dual-Delivery - Parkville) 12.5 LAWS50024 Principles of Public Law Semester 1 (On Campus - Parkville) 12.5 LAWS50028 Constitutional Law Semester 2 (On Campus - Parkville) 12.5 LAWS50032 Administrative Law Semester 1 (On Campus - Parkville) 12.5,None,None
CREA90009,Prerequisites Code Name Teaching period Credit Points CREA90003 Evaluation of Wellbeing in Creative Arts Semester 1 (Online) 12.5,None,None
LAWS90108,Prerequisites Admission into the MC-JURISD Juris Doctor AND All of Code Name Teaching period Credit Points LAWS50023 Legal Method and Reasoning Summer Term (Dual-Delivery - Parkville) 12.5 LAWS50024 Principles of Public Law Semester 1 (On Campus - Parkville) 12.5 LAWS50025 Torts Semester 1 (On Campus - Parkville) 12.5 LAWS50026 Obligations Semester 1 (On Campus - Parkville) 12.5 LAWS50029 Contracts Semester 2 (On Campus - Parkville) 12.5 LAWS50030 Property Semester 1 (On Campus - Parkville) 12.5 LAWS50035 Corporations Law Semester 2 (On Campus - Parkville) 12.5 LAWS90140 Disputes and Ethics Semester 2 (On Campus - Parkville) 12.5,None,None
LAWS50068,Prerequisites All of Code Name Teaching period Credit Points LAWS50023 Legal Method and Reasoning Summer Term (Dual-Delivery - Parkville) 12.5 LAWS50024 Principles of Public Law Semester 1 (On Campus - Parkville) 12.5 LAWS50025 Torts Semester 1 (On Campus - Parkville) 12.5 LAWS50026 Obligations Semester 1 (On Campus - Parkville) 12.5 LAWS50028 Constitutional Law Semester 2 (On Campus - Parkville) 12.5 AND One of Code Name Teaching period Credit Points LAWS50027 Dispute Resolution No longer available LAWS90140 Disputes and Ethics Semester 2 (On Campus - Parkville) 12.5,,CodeNameTeaching periodCredit PointsLAWS70025Equality and Discrimination at WorkNot available in 202412.5
INDG90006,"Prerequisites Admission into the MC-SCL Master of Social Change Leadership, GC-SCL Graduate Certificate in Social Change Leadership",,
INDG90004,"Prerequisites Admission into one of the following: MC-SCL Master of Social Change Leadership, GC-SCL Graduate Certificate in Social Change Leadership",None,None
INDG90003,"Prerequisites Students must meet the following prerequisite: Admission into one of the following: MC-SCL Master of Social Change Leadership, GC-SCL Graduate Certificate in Social Change Leadership",,
INDG90002,"Prerequisites Students must meet the following prerequisite: Admission into one of the following: MC-SCL Master of Social Change Leadership, GC-SCL Graduate Certificate in Social Change Leadership",None,None
INDG90005,"Prerequisites Admission into one of the following: MC-SCL Master of Social Change Leadership, GC-SCL Graduate Certificate in Social Change Leadership",,
LAWS50109,Prerequisites All of Code Name Teaching period Credit Points LAWS50023 Legal Method and Reasoning Summer Term (Dual-Delivery - Parkville) 12.5 LAWS50024 Principles of Public Law Semester 1 (On Campus - Parkville) 12.5 LAWS50025 Torts Semester 1 (On Campus - Parkville) 12.5 LAWS50026 Obligations Semester 1 (On Campus - Parkville) 12.5 LAWS50028 Constitutional Law Semester 2 (On Campus - Parkville) 12.5 LAWS50029 Contracts Semester 2 (On Campus - Parkville) 12.5 LAWS50031 Legal Theory Semester 2 (On Campus - Parkville) November (On Campus - Parkville) 12.5 LAWS90140 Disputes and Ethics Semester 2 (On Campus - Parkville) 12.5,None,"CodeNameTeaching periodCredit PointsLAWS70308International Economic LawFebruary (On Campus - Parkville)August (On Campus - Parkville)December (On Campus - Parkville)November (On Campus - Parkville)12.5LAWS70322WTO Law and Dispute SettlementSeptember (On Campus - Parkville)12.5LAWS90092Trade, Investment, IP and HealthAugust (On Campus - Parkville)12.5"
LAWS50130,Prerequisites All of Code Name Teaching period Credit Points LAWS50023 Legal Method and Reasoning Summer Term (Dual-Delivery - Parkville) 12.5 LAWS50024 Principles of Public Law Semester 1 (On Campus - Parkville) 12.5 LAWS50025 Torts Semester 1 (On Campus - Parkville) 12.5 LAWS50026 Obligations Semester 1 (On Campus - Parkville) 12.5 LAWS50031 Legal Theory Semester 2 (On Campus - Parkville) November (On Campus - Parkville) 12.5 LAWS90140 Disputes and Ethics Semester 2 (On Campus - Parkville) 12.5 AND Note: the following subject/s can also be taken concurrently (at the same time) Code Name Teaching period Credit Points LAWS50036 Remedies November (On Campus - Parkville) Semester 1 (On Campus - Parkville) 12.5,None,None
LAWS90262,Prerequisites Admission into the MC-JURISD Juris Doctor AND Code Name Teaching period Credit Points LAWS50024 Principles of Public Law Semester 1 (On Campus - Parkville) 12.5 AND an additional 37.5 credit points from the Juris Doctor program,None,CodeNameTeaching periodCredit PointsLAWS70151Law and Global HealthApril (On Campus - Parkville)12.5
PSYC40013,Prerequisites Admission into the 340AA Graduate Diploma in Psychology AND Code Name Teaching period Credit Points PSYC40014 Advanced Research Methods in Psychology Semester 1 (On Campus - Parkville) 12.5 AND Completion of least two Level 2 subjects.,None,CodeNameTeaching periodCredit PointsPSYC30021Psychological Science: Theory & PracticeSemester 2 (On Campus - Parkville)12.5
BIEN90002,Prerequisites One of Code Name Teaching period Credit Points CHEN90012 Design and Construction of Equipment Semester 2 (On Campus - Parkville) 12.5 CHEN40005 Process Equipment Design (prior to 2010) AND One of Code Name Teaching period Credit Points CHEN90013 Process Engineering Semester 1 (On Campus - Parkville) 12.5 CHEN40007 Process Engineering (Prior to 2010) AND Code Name Teaching period Credit Points CHEN90007 Chemical Engineering Thermodynamics Semester 1 (On Campus - Parkville) 12.5,None,CodeNameTeaching periodCredit PointsCHEN90022Chemical Engineering Design ProjectSemester 2 (On Campus - Parkville)25
BUSA90529,Prerequisites,,
MGMT30004,Prerequisites One of Code Name Teaching period Credit Points MGMT10002 Principles of Management Semester 1 (On Campus - Parkville) Semester 2 (On Campus - Parkville) 12.5 MGMT20001 Organisational Behaviour Summer Term (On Campus - Parkville) Semester 1 (On Campus - Parkville) Semester 2 (On Campus - Parkville) 12.5 MGMT20004 Managing People at Work Semester 1 (On Campus - Parkville) 12.5,None,None
BIEN90003,Prerequisites Students must have achieved a grade of at least 75% in the following subject: Code Name Teaching period Credit Points BIEN90001 Biochemical Engineering Research Project No longer available,None,CodeNameTeaching periodCredit PointsCHEN90030Chemical Engineering Minor ThesisSemester 1 (On Campus - Parkville)Summer Term (On Campus - Parkville)Semester 2 (On Campus - Parkville)25
BUSA90002,Prerequisites One of Code Name Teaching period Credit Points BUSA90480 Leadership September (On Campus - Parkville) April (On Campus - Parkville) Summer Term (On Campus - Parkville) June (On Campus - Parkville) April (On Campus - Parkville) 6.25 BUSA90481 Managerial Ethics & Business Environment April (On Campus - Parkville) June (On Campus - Parkville) April (On Campus - Parkville) September (On Campus - Parkville) Summer Term (On Campus - Parkville) 6.25 Or BUSA90351 World of Management Or BUSA90350 World of Management Or BUSA90352 World of Management Or BUSA90353 World of Management Or BUSA90354 World of Management,None,None
EDUC10056,Prerequisites None,None,None
JAPN20005,"Prerequisites Winter term - Permission of subject coordinator : This subject availability has a quota, an application process applies. For further information on the application and selection process please use the link below: https://studyos.students.unimelb.edu.au/index.cfm?FuseAction=Programs.ViewProgram&Program_ID=10412",,
ACCT20006,Prerequisites Code Name Teaching period Credit Points ACCT10002 Introductory Financial Accounting Semester 2 (On Campus - Parkville) Semester 1 (On Campus - Parkville) Summer Term (On Campus - Parkville) 12.5,None,None
ACTL20001,Prerequisites Students must meet one of the following prerequisite options: A total of 150 (out of 200) or more across MAST10006 or MAST10021 and MAST10007 or MAST10022; A total of 120 (out of 200) or more across both MAST10008 and MAST10009 with a pass in each subject; A total of 135 (out of 200) or more across MAST10007 or MAST10022 and MAST10009 with a pass in each subject; A total of 135 (out of 200) or more across MAST10008 and MAST10006 or MAST10021 with a pass in each subject; A pass in MAST10019 Calculus Extension Studies plus a total of 135 (out of 200) or more across both MAST10018 Linear Algebra Extension Studies and MAST20026 a pass in each subject; A pass in MAST10019 Calculus Extension Studies plus a total of 135 (out of 200) or more across MAST10007 or MAST10022 and MAST20026 with a pass in each subject; A total of 135 (out of 200) or more across both MAST10018 Linear Algebra Extension Studies and MAST10009 with a pass in each subject; A total of 150 (out of 200) or more across both MAST10018 Linear Algebra Extension Studies and MAST10019 Calculus Extension Studies with a pass in each subject; A total of 150 (out of 200) or more across both MAST10018 Linear Algebra Extension Studies and MAST10006 or MAST10021; A total of 120 (out of 200) or more across both MAST10013 UMEP Mathematics for High Achieving Students and MAST10009 with a pass in each subject. Code Name Teaching period Credit Points MAST10006 Calculus 2 Summer Term (On Campus - Parkville) Semester 2 (On Campus - Parkville) Semester 1 (On Campus - Parkville) 12.5 MAST10007 Linear Algebra Summer Term (On Campus - Parkville) Semester 1 (On Campus - Parkville) Semester 2 (On Campus - Parkville) 12.5 MAST10008 Accelerated Mathematics 1 Semester 1 (On Campus - Parkville) 12.5 MAST10009 Accelerated Mathematics 2 Semester 2 (On Campus - Parkville) 12.5 MAST10021 Calculus 2: Advanced Semester 2 (On Campus - Parkville) 12.5 MAST10022 Linear Algebra: Advanced Semester 1 (On Campus - Parkville) 12.5 MAST20026 Real Analysis Semester 2 (On Campus - Parkville) Semester 1 (On Campus - Parkville) 12.5,None,None
SWEN90006,"Prerequisites Students must meet one of the following prerequisite options: Option 1 One of Code Name Teaching period Credit Points COMP90041 Programming and Software Development Semester 1 (On Campus - Parkville) Semester 2 (On Campus - Parkville) 12.5 SWEN20003 Object Oriented Software Development Semester 1 (On Campus - Parkville) Semester 2 (On Campus - Parkville) 12.5 Option 2 Admission into one of the following: 100pt Program course entry point in the MC-IT Master of Information Technology, 150pt Program course entry point in the MC-IT Master of Information Technology AND Selection of the Cyber Security specialisation (formal) in the MC-IT Master of Information Technology Option 3 Admission into the MC-CS Master of Computer Science",None,None
EDUC91196,Prerequisites Code Name Teaching period Credit Points EDUC91195 Early Childhood Research Design Semester 1 (Online) 25,None,None
SWEN90010,Prerequisites Code Name Teaching period Credit Points SWEN90006 Security & Software Testing Semester 2 (On Campus - Parkville) 12.5 OR Admission into the MC-CS Master of Computer Science OR Admission into the 100pt Program course entry point in the MC-IT Master of Information Technology AND Selection of the Cyber Security specialisation (formal) in the MC-IT Master of Information Technology,None,None
NURS90075,Prerequisites None,None,None
MUSI90038,Prerequisites None,None,None
EDUC30067,Prerequisites,,
ABPL90444,Prerequisites Completion one of the following subjects Code Name Teaching period Credit Points ABPL90437 Design Studio C Semester 2 (Early-Start) (On Campus - Parkville) Summer Term (On Campus - Parkville) Semester 1 (Early-Start) (On Campus - Parkville) 25 ABPL90143 Master of Architecture Studio D No longer available,None,None
COMP90007,Prerequisites None,None,CodeNameTeaching periodCredit PointsCOMP30023Computer SystemsSemester 1 (On Campus - Parkville)12.5
ENGL40026,"Prerequisites Note: the following subject/s can also be taken concurrently (at the same time) Code Name Teaching period Credit Points ARTS40001 Research Principles & Practices Honours Semester 1 (Early-Start) (On Campus - Parkville) Semester 2 (Early-Start) (On Campus - Parkville) 12.5 AND Admission into the English and Theatre specialisation (formal) in the BH-ARTS Bachelor of Arts (Degree with Honours), English and Theatre Studies specialisation (formal) in the GDA-ARTS Graduate Diploma in Arts (Advanced)",None,
MUSI90036,Prerequisites,,
BUSA90533,Prerequisites Completion of 212.5 credit points in the Master of Business Administration course. This subject must be completed as the very last subject in the course,None,None
ENGL40027,Prerequisites Code Name Teaching period Credit Points ENGL40026 English & Theatre Studies Thesis Part 1 Semester 1 (On Campus - Parkville) Semester 2 (On Campus - Parkville) 25,None,CodeNameTeaching periodCredit PointsENGL40023English & Theatre Studies ThesisNo longer available
CULS20018,Prerequisites None,None,None
LAWS20013,Prerequisites None,None,None
ENGL20033,Prerequisites None,None,THTR20021 Shakespeare in Performance
CRIM20002,Prerequisites None,None,None
HPSC30023,Prerequisites None,None,None
CRIM10002,Prerequisites None,None,SOLS10001
EDUC90931,Prerequisites Admission into the 960BA Master of Education AND Note: the following subject/s can also be taken concurrently (at the same time) Code Name Teaching period Credit Points EDUC90419 Education Research Methodology July (Dual-Delivery - Parkville) February (On Campus - Parkville) 12.5,,CodeNameTeaching periodCredit PointsEDUC90558Education Research DesignSemester 2 (Early-Start) (Dual-Delivery - Parkville)Year Long (Dual-Delivery - Parkville)Semester 1 (Early-Start) (Dual-Delivery - Parkville)37.5
BMEN90029,Prerequisites One of Code Name Teaching period Credit Points No longer available BMEN90038 Biomechanics Semester 1 (On Campus - Parkville) 12.5 MAST30030 Applied Mathematical Modelling Semester 1 (On Campus - Parkville) 12.5 MCEN30017 Mechanics & Materials Semester 1 (On Campus - Parkville) Semester 2 (On Campus - Parkville) 12.5,None,None
HPSC90010,Prerequisites None,None,None
CRIM90018,"Prerequisites This subject is compulsory in the Master of Criminology, and Head of Program approval is required for enrolment by Community Access Program (CAP), Inbound Exchange/Study Abroad or Incoming Cross-institutional students.",None,None
ABPL90445,Prerequisites All of Code Name Teaching period Credit Points ABPL90170 Landscape Studio 4 Strategies Semester 2 (On Campus - Parkville) 25 ABPL90172 Landscape Studio 3 Speculations Semester 1 (On Campus - Parkville) 25,None,None
CVEN90060,Prerequisites All of Code Name Teaching period Credit Points CVEN30010 Geotechnical Modelling and Design Semester 2 (On Campus - Parkville) 12.5 CVEN90044 Engineering Site Characterisation Semester 1 (On Campus - Parkville) 12.5 CVEN90045 Engineering Project Implementation Semester 2 (On Campus - Parkville) 12.5 AND One of Code Name Teaching period Credit Points CVEN90043 Sustainable Infrastructure Engineering Not available in 2024 12.5 CVEN20001 Sustainable Infrastructure Engineering Semester 1 (On Campus - Parkville) 12.5,None,CVEN90052 Integrated Design
LAWS70423,Prerequisites Students must meet one of the following prerequisite options: Option 1 Admission into a relevant Melbourne Law Masters program Option 2 Admission into the MC-JURISD Juris Doctor AND Code Name Teaching period Credit Points LAWS50029 Contracts Semester 2 (On Campus - Parkville) 12.5,None,None
BUSA90512,Prerequisites None,None,None
PSYC30014,Prerequisites,,
BIOL10001,Prerequisites None,None,None
ABPL20033,Prerequisites One of Code Name Teaching period Credit Points ARCH10002 Construction as Alchemy No longer available ABPL10007 Environmental Technologies Semester 1 (On Campus - Parkville) Semester 2 (On Campus - Parkville) 12.5 ABPL20036 Environmental Building Systems Semester 1 (On Campus - Parkville) 12.5,None,None
LAWS20014,Prerequisites None,None,None
INFO30006,Prerequisites One of Code Name Teaching period Credit Points COMP10001 Foundations of Computing Summer Term (On Campus - Parkville) Semester 1 (On Campus - Parkville) Semester 2 (On Campus - Parkville) 12.5 COMP10002 Foundations of Algorithms Semester 1 (On Campus - Parkville) Semester 2 (On Campus - Parkville) 12.5 COMP10003 Media Computation Semester 1 (On Campus - Parkville) 12.5 COMP20005 Intro. to Numerical Computation in C Semester 2 (On Campus - Parkville) Semester 1 (On Campus - Parkville) 12.5,,CodeNameTeaching periodCredit PointsISYS90070Information Security ConsultingNot available in 202412.5
ABPL30041,Prerequisites One of Code Name Teaching period Credit Points ABPL20033 Architectural Technology Semester 1 (On Campus - Parkville) Semester 2 (On Campus - Parkville) 12.5 ABPL20042 Construction of Residential Buildings Semester 1 (On Campus - Parkville) 12.5,None,None
MUSI10179,Prerequisites None,None,None
